name,full_name,topics,description,created_at,stargazers_count,forks_count,license,days_since_created,avg_forks_per_day,avg_stars_per_day,categories
rivet,Ironclad/rivet,"ai, llm, openai, typescript",The open-source visual AI programming environment and TypeScript library,2023-04-22,2304,206,MIT License,353,1.0,7.0,Model development
Roadmap-To-Learn-Generative-AI-In-2024,krishnaik06/Roadmap-To-Learn-Generative-AI-In-2024,no topic,,2023-12-11,2301,966,GNU General Public License v3.0,120,8.0,19.0,Unknown
promptfoo,promptfoo/promptfoo,"ci, ci-cd, cicd, evaluation, evaluation-framework, llm, llm-eval, llm-evaluation, llm-evaluation-framework, llmops, prompt-engineering, prompt-testing, prompts, rag, testing","Test your prompts, models, RAGs. Evaluate and compare LLM outputs, catch regressions, and improve prompt quality. LLM evals for OpenAI/Azure GPT, Anthropic Claude, VertexAI Gemini, Ollama, Local & private models like Mistral/Mixtral/Llama with CI/CD",2023-04-28,2291,141,MIT License,347,0.0,7.0,Model repo
X-AnyLabeling,CVHub520/X-AnyLabeling,"clip, deep-learning, deeplearning, labeling-tool, llm, onnx, paddle, pytorch, resnet, sam, yolo",Effortless data labeling with AI support from Segment Anything and other awesome models.,2023-05-23,2281,257,GNU General Public License v3.0,322,1.0,7.0,Model development
inference,xorbitsai/inference,"artificial-intelligence, chatglm, chatglm2, deployment, flan-t5, gemma, ggml, inference, llama, llama2, llamacpp, llm, machine-learning, mistral, openai-api, pytorch, vllm, whisper, wizardlm","Replace OpenAI GPT with another LLM in your app by changing a single line of code. Xinference gives you the freedom to use any LLM you need. With Xinference, you're empowered to run inference with any open-source language models, speech recognition models, and multimodal models, whether in the cloud, on-premises, or even on your laptop.",2023-06-14,2268,181,Apache License 2.0,300,1.0,8.0,Applications
mentat,AbanteAI/mentat,no topic,Mentat - The AI Coding Assistant ,2023-07-25,2255,202,Apache License 2.0,259,1.0,9.0,Model repo
chat-with-gpt,cogentapps/chat-with-gpt,"artificial-intelligence, chat, chatgpt, chatgpt-api, gpt-3, gpt-4, llm, llms, self-hosted, speech-synthesis",An open-source ChatGPT app with a voice,2023-03-06,2249,461,MIT License,400,1.0,6.0,Applications
Data-Science-Interview-Resources,rbhatia46/Data-Science-Interview-Resources,"artificial-intelligence, data-science, data-science-interview, interview-questions, interview-resources, learning-resources, machine-learning, machine-learning-interview",A repository listing out the potential sources which will help you in preparing for a Data Science/Machine Learning interview. New resources added frequently.,2018-11-22,2240,567,MIT License,1965,0.0,1.0,Model repo
FuzzingPaper,wcventure/FuzzingPaper,"fuzz-testing, fuzzing, fuzzing-paper, testing",Recent Fuzzing Paper,2019-03-08,2230,341,MIT License,1859,0.0,1.0,Model repo
EasyLM,young-geng/EasyLM,"chatbot, deep-learning, flax, jax, language-model, large-language-models, llama, natural-language-processing, transformer","Large language models (LLMs) made easy, EasyLM is a one stop solution for pre-training, finetuning, evaluating and serving LLMs in JAX/Flax.",2022-11-22,2215,224,Apache License 2.0,504,0.0,4.0,Model development
mixtral-offloading,dvmazur/mixtral-offloading,"colab-notebook, deep-learning, google-colab, language-model, llm, mixture-of-experts, offloading, pytorch, quantization",Run Mixtral-8x7B models in Colab or consumer desktops,2023-12-15,2209,214,MIT License,116,2.0,19.0,Model development
hands-on-llms,iusztinpaul/hands-on-llms,"3-pipeline-design, aws, beam, bytewax, cicd, comet-ml, docker, fine-tuning, generative-ai, huggingface, langchain, llmops, llms, mlops, qdrant, qlora, streaming, transformers","🦖 𝗟𝗲𝗮𝗿𝗻 about 𝗟𝗟𝗠𝘀, 𝗟𝗟𝗠𝗢𝗽𝘀, and 𝘃𝗲𝗰𝘁𝗼𝗿 𝗗𝗕𝘀 for free by designing, training, and deploying a real-time financial advisor LLM system ~ 𝘴𝘰𝘶𝘳𝘤𝘦 𝘤𝘰𝘥𝘦 + 𝘷𝘪𝘥𝘦𝘰 & 𝘳𝘦𝘢𝘥𝘪𝘯𝘨 𝘮𝘢𝘵𝘦𝘳𝘪𝘢𝘭𝘴",2023-06-28,2190,347,MIT License,286,1.0,8.0,Tutorials
langgraph,langchain-ai/langgraph,no topic,,2023-08-09,2189,262,MIT License,244,1.0,9.0,Unknown
Chinese-Llama-2-7b,LinkSoul-AI/Chinese-Llama-2-7b,"deep-learning, llama2, llama2-docker, llm, pytorch",开源社区第一个能下载、能运行的中文 LLaMA2 模型！,2023-07-20,2186,193,Apache License 2.0,264,1.0,8.0,Model repo
trt-llm-rag-windows,NVIDIA/trt-llm-rag-windows,no topic,A developer reference project for creating Retrieval Augmented Generation (RAG) chatbots on Windows using TensorRT-LLM,2023-10-18,2183,226,Other,174,1.0,13.0,Model repo
TigerBot,TigerResearch/TigerBot,"chinese, data, llama2, llm, nlp",TigerBot: A multi-language multi-task LLM,2023-05-12,2177,192,Apache License 2.0,333,1.0,7.0,Model repo
dbrx,databricks/dbrx,"databricks, gen-ai, generative-ai, llm, llm-inference, llm-training, mosaic-ai","Code examples and resources for DBRX, a large language model developed by Databricks",2024-03-26,2174,203,Other,14,14.0,155.0,Model repo
mindforger,dvorka/mindforger,"debian, ide, knowledge, knowledge-management, linux, llm, macos, markdown, markdown-editor, markdown-ide, notebook, openai, outliner, qt, research, study, tarball, ubuntu, windows",Thinking notebook and Markdown editor with LLM wingman.,2017-12-25,2169,129,GNU General Public License v2.0,2297,0.0,1.0,Applications
sglang,sgl-project/sglang,no topic,SGLang is a structured generation language designed for large language models (LLMs). It makes your interaction with models faster and more controllable.,2024-01-08,2164,126,Apache License 2.0,92,1.0,24.0,Model development
engshell,emcf/engshell,no topic,"An English-language shell for any OS, powered by LLMs",2023-03-19,2160,190,MIT License,387,0.0,6.0,Model development
RasaGPT,paulpierre/RasaGPT,"ai, chatbot, chatgpt, fastapi, gpt-3, gpt-4, langchain, llama-index, llm, ml, openai, rasa, rasa-chatbot, rasa-core, rasa-nlu, telegram, telegram-bot","💬 RasaGPT is the first headless LLM chatbot platform built on top of Rasa and Langchain. Built w/ Rasa, FastAPI, Langchain, LlamaIndex, SQLModel, pgvector, ngrok, telegram",2023-04-25,2156,200,MIT License,350,1.0,6.0,Model repo
lmdeploy,InternLM/lmdeploy,"codellama, cuda-kernels, deepspeed, fastertransformer, internlm, llama, llama2, llm, llm-inference, turbomind","LMDeploy is a toolkit for compressing, deploying, and serving LLMs.",2023-06-15,2138,189,Apache License 2.0,299,1.0,7.0,Model development
wonderful-prompts,yzfly/wonderful-prompts,"chatgpt, chatgpt3, gpt3-prompts, gpt3-turbo, gpt35, gpt4, openai, prompt-engineering, prompts",🔥中文 prompt 精选🔥，ChatGPT 使用指南，提升 ChatGPT 可玩性和可用性！🚀,2023-04-24,2112,194,MIT License,351,1.0,6.0,Tutorials
Awesome-LLM-Robotics,GT-RIPL/Awesome-LLM-Robotics,no topic,"A comprehensive list of papers using large language/multi-modal models for Robotics/RL, including papers, codes, and related websites",2022-08-12,2090,172,"BSD 3-Clause ""New"" or ""Revised"" License",606,0.0,3.0,Lists
optimum,huggingface/optimum,"graphcore, habana, inference, intel, onnx, onnxruntime, optimization, pytorch, quantization, tflite, training, transformers",🚀 Accelerate training and inference of 🤗 Transformers and 🤗 Diffusers with easy to use hardware optimization tools,2021-07-20,2088,355,Apache License 2.0,994,0.0,2.0,Model development
nextpy,dot-agent/nextpy,"agent, agi, ai, ai-agents, autogpt, fastapi, fastapi-framework, fastapi-template, fullstack-development, gpt, llm, llmops, mlops, openai, pydantic, python, sqlmodel, streamlit, webdev, webdevelopment",🤖Self-Modifying App Framework from Future 🔮,2023-08-07,2084,146,Apache License 2.0,246,1.0,8.0,Applications
Verba,weaviate/Verba,no topic,Retrieval Augmented Generation (RAG) chatbot powered by Weaviate,2023-07-28,2077,224,"BSD 3-Clause ""New"" or ""Revised"" License",256,1.0,8.0,Model development
simple-llm-finetuner,lxe/simple-llm-finetuner,"ai, gpt-2, gpt-3, huggingface, huggingface-transformers, llama, llm, peft, pytorch",Simple UI for LLM Model Finetuning,2023-03-22,2019,133,MIT License,384,0.0,5.0,Model development
awesome-gpt4,radi-cho/awesome-gpt4,"awesome, awesome-list, gpt-4","A curated list of prompts, tools, and resources regarding the GPT-4 language model.",2022-12-31,2018,124,Creative Commons Zero v1.0 Universal,465,0.0,4.0,Lists
text-generation-webui-colab,camenduru/text-generation-webui-colab,"alpaca, colab, colab-notebook, colaboratory, gradio, koala, lama, llama, llamas, llm, vicuna",A colab gradio web UI for running Large Language Models,2023-04-08,2012,359,The Unlicense,367,1.0,5.0,Applications
pythia,EleutherAI/pythia,no topic,The hub for EleutherAI's work on interpretability and learning dynamics,2021-12-25,2003,143,Apache License 2.0,836,0.0,2.0,Model repo
aws-sdk-net,aws/aws-sdk-net,no topic,"The official AWS SDK for .NET. For more information on the AWS SDK for .NET, see our web site:",2012-01-23,2003,846,Apache License 2.0,4460,0.0,0.0,Model repo
The-NLP-Pandect,ivan-bilan/The-NLP-Pandect,"awesome-list, deeplearning, natural-language-processing, naturallanguageprocessing, nlp, pandect",A comprehensive reference for all topics related to Natural Language Processing,2020-05-31,1993,279,Creative Commons Zero v1.0 Universal,1409,0.0,1.0,Tutorials
baby-llama2-chinese,DLLXW/baby-llama2-chinese,no topic,用于从头预训练+SFT一个小参数量的中文LLaMa2的仓库；24G单卡即可运行得到一个具备简单中文问答能力的chat-llama2.,2023-08-12,1986,234,MIT License,241,1.0,8.0,Model repo
metarank,metarank/metarank,"automl, data-engineering, data-science, deep-learning, feature-engineering, feature-extraction, kubernetes, machine-learning, neural-networks, personalization, ranking, scala, search","A low code Machine Learning personalized ranking service for articles, listings, search results, recommendations that boosts user engagement. A friendly Learn-to-Rank engine",2020-08-19,1980,79,Apache License 2.0,1329,0.0,1.0,Model development
casibase,casibase/casibase,"ai, aigc, casibase, chatbot, chatgpt, claude, gemini, go, gpt, grok, huggingface, javascript, knowledge-base, langchain, llama, llama2, llm, openai, rag, react","⚡️Open-source AI LangChain-like RAG (Retrieval-Augmented Generation) knowledge database with web UI and Enterprise SSO⚡️, supports OpenAI, Azure, LLaMA, Google Gemini, HuggingFace, Claude, Grok, etc., chat bot demo: https://demo.casibase.com, admin UI demo: https://demo-admin.casibase.com",2020-05-29,1979,287,Apache License 2.0,1411,0.0,1.0,Model repo
Codex-CLI,microsoft/Codex-CLI,no topic,CLI tool that uses Codex to turn natural language commands into their Bash/ZShell/PowerShell equivalents,2022-02-14,1974,178,MIT License,785,0.0,3.0,Applications
SolidGPT,AI-Citizen/SolidGPT,"codechat, copilot, developer-tools, glean, gpt-4, llm, notion, solidgpt", AI searching assistant for developer that helps code and workspace semantic search,2023-08-08,1934,120,Creative Commons Attribution 4.0 International,245,0.0,8.0,Applications
llama2-webui,liltom-eth/llama2-webui,"llama-2, llama2, llm, llm-inference",Run any Llama 2 locally with gradio UI on GPU or CPU from anywhere (Linux/Windows/Mac). Use `llama2-wrapper` as your local llama2 backend for Generative Agents/Apps.  ,2023-07-20,1931,187,MIT License,264,1.0,7.0,Applications
gemma,google-deepmind/gemma,no topic,Open weights LLM from Google DeepMind.,2024-02-20,1931,236,Apache License 2.0,49,5.0,39.0,Model repo
ABigSurvey,NiuTrans/ABigSurvey,"deep-learning, machine-learning, natural-language-processing, neural-networks, paper-list, surveys",A collection of 1000+ survey papers on Natural Language Processing (NLP) and Machine Learning (ML).,2020-07-17,1928,236,GNU General Public License v3.0,1362,0.0,1.0,Model repo
neural-compressor,intel/neural-compressor,"auto-tuning, awq, fp4, gptq, int4, int8, knowledge-distillation, large-language-models, low-precision, mxformat, post-training-quantization, pruning, quantization, quantization-aware-training, smoothquant, sparsegpt, sparsity","SOTA low-bit LLM quantization (INT8/FP8/INT4/FP4/NF4) & sparsity; leading model compression techniques on TensorFlow, PyTorch, and ONNX Runtime",2020-07-21,1927,237,Apache License 2.0,1358,0.0,1.0,Model development
AliceMind,alibaba/AliceMind,"bert, deep-learning, natural-language-processing, nlp",ALIbaba's Collection of Encoder-decoders from MinD (Machine IntelligeNce of Damo) Lab,2021-05-21,1926,296,Apache License 2.0,1054,0.0,2.0,Model repo
zep,getzep/zep,"ai, langchain, language-model, llamaindex, llm, vectorsearch",Zep: Long-Term Memory for ‍AI Assistants.,2023-04-29,1914,289,Apache License 2.0,346,1.0,6.0,Model development
webdataset,webdataset/webdataset,"data-augmentation, deep-learning, pytorch, webdataset, webdataset-format","A high-performance Python-based I/O system for large (and small) deep learning problems, with strong support for PyTorch.",2019-08-07,1907,150,"BSD 3-Clause ""New"" or ""Revised"" License",1707,0.0,1.0,Model development
BotSharp,SciSharp/BotSharp,"artificial-intelligence, chatbot, chatbot-framework, chatgpt, llm, nlp, nlu, rag, semantic",The AI Agent Framework in .NET,2017-12-17,1900,399,Apache License 2.0,2305,0.0,1.0,Model development
intel-extension-for-transformers,intel/intel-extension-for-transformers,"4-bits, chatbot, chatpdf, cpu, gaudi2, gpu, habana, intel-optimized-llamacpp, large-language-model, llm-cpu, llm-inference, neural-chat, neural-chat-7b, neurips2023, rag, retrieval, speculative-decoding, streamingllm, xeon",⚡ Build your chatbot within minutes on your favorite device; offer SOTA compression techniques for LLMs; run LLMs efficiently on Intel Platforms⚡,2022-11-11,1899,179,Apache License 2.0,515,0.0,4.0,Applications
reflexion,noahshinn/reflexion,"ai, artificial-intelligence, llm",[NeurIPS 2023] Reflexion: Language Agents with Verbal Reinforcement Learning,2023-03-22,1899,181,MIT License,384,0.0,5.0,Model development
core,cheshire-cat-ai/core,"ai, assistant, chatbot, docker, hacktoberfest, llm, plugin, vector-search",Production ready AI assistant framework,2023-02-08,1899,240,GNU General Public License v3.0,426,1.0,4.0,Model development
text-embeddings-inference,huggingface/text-embeddings-inference,"ai, embeddings, huggingface, llm, ml",A blazing fast inference solution for text embeddings models,2023-10-13,1898,106,Other,179,1.0,11.0,Model development
awesome-generative-ai,filipecalegario/awesome-generative-ai,"ai-art, awesome, awesome-list, chatgpt, dall-e, dalle2, embeddings, generative-ai, gpt-4, llm, llm-agent, midjourney, openai, prompt-engineering, semantic-search, stable-diffusion, text-to-image, txt2img","A curated list of Generative AI tools, works, models, and references",2021-07-19,1892,258,Creative Commons Zero v1.0 Universal,995,0.0,2.0,Lists
api-for-open-llm,xusenlinzy/api-for-open-llm,"baichuan, chatglm, chatglm2, chatglm3, code-llama, docker, internlm, langchain, llama, llama2, llms, moss, nlp, openai, phoenix, qwen, sqlcoder, xverse","Openai style api for open large language models, using LLMs just as chatgpt! Support for LLaMA, LLaMA-2, BLOOM, Falcon, Baichuan, Qwen, Xverse, SqlCoder, CodeLLaMA, ChatGLM, ChatGLM2, ChatGLM3 etc. 开源大模型的统一后端接口",2023-05-23,1883,221,Apache License 2.0,322,1.0,6.0,Model repo
P-tuning-v2,THUDM/P-tuning-v2,"natural-language-processing, p-tuning, parameter-efficient-learning, pretrained-language-model, prompt-tuning",An optimized deep prompt tuning strategy comparable to fine-tuning across scales and tasks,2021-10-14,1872,187,Apache License 2.0,908,0.0,2.0,Model development
ChainForge,ianarawjo/ChainForge,"ai, evaluation, large-language-models, llmops, llms, prompt-engineering",An open-source visual programming environment for battle-testing prompts to LLMs.,2023-03-26,1869,127,MIT License,380,0.0,5.0,Model development
bpf-developer-tutorial,eunomia-bpf/bpf-developer-tutorial,"bpf, chatgpt, co-re, ebpf, libbpf, llm, tutorial",eBPF Developer Tutorial: Learning eBPF Step by Step with Examples,2022-12-02,1859,268,MIT License,494,1.0,4.0,Tutorials
instill-core,instill-ai/instill-core,"ai, api, cli, developer-tools, etl, generative-ai, golang, gpt, hacktoberfest, llm, low-code, no-code, open-source, pipeline, python, stable-diffusion, typescript, unstructured-data","🔮 Instill Core is an open-source no-/low-code data, model, and pipeline orchestration platform",2022-01-13,1844,79,Other,817,0.0,2.0,Infrastructure
magicoder,ise-uiuc/magicoder,"ai4code, large-language-models, llm, llm4code",Magicoder: Source Code Is All You Need,2023-11-10,1831,166,MIT License,151,1.0,12.0,Tutorials
LLMDataHub,Zjh-819/LLMDataHub,"chatbot, chatgpt, dataset, llm",A quick guide (especially) for trending instruction finetuning datasets ,2023-04-10,1823,117,MIT License,365,0.0,5.0,Tutorials
graph-of-thoughts,spcl/graph-of-thoughts,"graph-of-thoughts, graph-structures, graphs, large-language-models, llm, prompt-engineering, prompting","Official Implementation of ""Graph of Thoughts: Solving Elaborate Problems with Large Language Models""",2023-08-18,1820,115,Other,235,0.0,8.0,Model repo
prompt2model,neulab/prompt2model,no topic,prompt2model - Generate Deployable Models from Natural Language Instructions,2023-03-27,1817,159,Apache License 2.0,379,0.0,5.0,Model repo
Medusa,FasterDecoding/Medusa,"llm, llm-inference",Medusa: Simple Framework for Accelerating LLM Generation with Multiple Decoding Heads,2023-09-10,1812,111,Apache License 2.0,212,1.0,9.0,Model repo
LLamaSharp,SciSharp/LLamaSharp,"aigc, chatbot, chatgpt, gpt, llama, llamacpp, llava, llm, multi-modal, semantic-kernel",A cross-platform library to run 🦙LLaMA/LLaVA model (and others) on your local device efficiently.,2023-05-09,1789,241,MIT License,336,1.0,5.0,Model development
diffgram,diffgram/diffgram,"annotation, annotation-tool, annotations, data, data-analytics, data-annotation, data-science, datasets, datastore, deep-learning, image-annotation, kubernetes, labeling, machine-learning, training-data, video-annotation","The AI Datastore for Schemas, BLOBs, and Predictions. Use with your apps or integrate built-in Human Supervision, Data Workflow, and UI Catalog to get the most value out of your AI Data.",2018-09-06,1788,114,Other,2042,0.0,1.0,Applications
awesome-chatgpt,OpenMindClub/awesome-chatgpt,"awesome, awesome-list, chatgpt, chatgpt-api, chatgpt-app, openai, openminclub, prompt, prompt-engineering, resources",⚡ Everything about ChatGPT,2023-03-11,1788,201,Creative Commons Zero v1.0 Universal,395,1.0,5.0,Model repo
obsidian-smart-connections,brianpetro/obsidian-smart-connections,"chatgpt, embeddings, gpt-4, obsidian-md","Chat with your notes in Obsidian! Plus, see what's most relevant in real-time! Interact and stay organized. Powered by OpenAI ChatGPT, GPT-4 & Embeddings.",2022-12-26,1775,133,GNU General Public License v3.0,470,0.0,4.0,Applications
promptable,cfortuner/promptable,no topic,Build LLM apps in Typescript/Javascript. 🧑‍💻 🧑‍💻 🧑‍💻 🚀 🚀 🚀 ,2023-01-25,1772,120,MIT License,440,0.0,4.0,Applications
modelscope-agent,modelscope/modelscope-agent,"agent, chatglm-4, gpts, llm, open-gpts, qwen",ModelScope-Agent: An agent framework connecting models in ModelScope with the world,2023-08-03,1770,207,Apache License 2.0,250,1.0,7.0,Model development
awesome-argo,akuity/awesome-argo,"argo, argo-events, argo-rollouts, argo-workflows, argocd, awesome, awesome-list, awesome-lists, cloud-native, cncf, continuous-delivery, devops, gitops, infrastructure-as-code, kubernetes, machine-learning, mlops, workflow-engine, workflow-management, workflow-orchestration",A curated list of awesome projects and resources related to Argo (a CNCF graduated project),2021-11-01,1769,146,Apache License 2.0,890,0.0,2.0,Lists
equinox,patrick-kidger/equinox,"deep-learning, equinox, jax, neural-networks",Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/,2021-07-29,1765,117,Apache License 2.0,985,0.0,2.0,Tutorials
autolabel,refuel-ai/autolabel,"anthropic-claude, data-science, gpt-4, huggingface-transformers, langchain, large-language-models, llm, llms, machine-learning, openai, python","Label, clean and enrich text datasets with LLMs.",2023-03-23,1764,111,MIT License,383,0.0,5.0,Model development
pezzo,pezzolabs/pezzo,"ai, devtools, gpt-3, gpt-4, hacktoberfest, javascript, langchain, llm, llmops, monitoring, nestjs, nodejs, observability, openai, platform, prompt, prompt-engineering, prompt-management, python, typescript","🕹️ Open-source, developer-first LLMOps platform designed to streamline prompt design, version management, instant delivery, collaboration, troubleshooting, observability and more.",2023-04-22,1751,162,Apache License 2.0,353,0.0,5.0,Infrastructure
Awesome-Domain-LLM,luban-agi/Awesome-Domain-LLM,"awesome-list, dataset, llm, nlp, paper-list",收集和梳理垂直领域的开源模型、数据集及评测基准。,2023-09-05,1738,139,MIT License,217,1.0,8.0,Model repo
chat-copilot,microsoft/chat-copilot,no topic,,2023-07-17,1731,558,MIT License,267,2.0,6.0,Unknown
awesome-llm-json,imaurer/awesome-llm-json,"awesome-list, function-calling, gpt-actions, large-language-models, llm, structured-generation","Resource list for generating JSON using LLMs via function calling, tools, CFG. Libraries, Models, Notebooks, etc.",2023-03-28,1725,83,MIT License,378,0.0,5.0,Lists
llm-awq,mit-han-lab/llm-awq,no topic,AWQ: Activation-aware Weight Quantization for LLM Compression and Acceleration,2023-06-01,1723,124,MIT License,313,0.0,6.0,Model development
smartgpt,Cormanz/smartgpt,"ai, gpt-3, gpt-4, llm, openai, rust",A program that provides LLMs with the ability to complete complex tasks using plugins.,2023-04-11,1721,125,MIT License,364,0.0,5.0,Model development
OnnxStream,vitoplantamura/OnnxStream,"llama, machine-learning, mistral, onnx, raspberry-pi, stable-diffusion, tinyml","Lightweight inference library for ONNX files, written in C++. It can run SDXL on a RPI Zero 2 but also Mistral 7B on desktops and servers.",2023-07-14,1716,74,Other,270,0.0,6.0,Model repo
lightllm,ModelTC/lightllm,"deep-learning, gpt, llama, llm, model-serving, nlp, openai-triton","LightLLM is a Python-based LLM (Large Language Model) inference and serving framework, notable for its lightweight design, easy scalability, and high-speed performance.",2023-07-22,1706,152,Apache License 2.0,262,1.0,7.0,Model repo
AutoChain,Forethought-Technologies/AutoChain,no topic,"AutoChain: Build lightweight, extensible, and testable LLM Agents",2023-05-19,1700,86,MIT License,326,0.0,5.0,Model repo
PromptCraft-Robotics,microsoft/PromptCraft-Robotics,"airsim, chatgpt, llm, prompt-engineering, robotics, simulation",Community for applying LLMs to robotics and a robot simulator with ChatGPT integration,2023-02-08,1687,174,MIT License,426,0.0,4.0,Model repo
rawdog,AbanteAI/rawdog,no topic,Generate and auto-execute Python scripts in the cli,2024-01-30,1682,128,Apache License 2.0,70,2.0,24.0,Applications
ctransformers,marella/ctransformers,"ai, ctransformers, llm, transformers",Python bindings for the Transformer models implemented in C/C++ using GGML library.,2023-05-14,1670,129,MIT License,331,0.0,5.0,Model repo
OpenAGI,agiresearch/OpenAGI,"agi, llm, opensource",OpenAGI: When LLM Meets Domain Experts,2023-04-08,1654,125,Apache License 2.0,367,0.0,5.0,Model development
aici,microsoft/aici,"ai, inference, language-model, llm, llm-framework, llm-inference, llm-serving, llmops, model-serving, rust, transformer, wasm, wasmtime",AICI: Prompts as (Wasm) Programs,2023-09-26,1654,61,MIT License,196,0.0,8.0,Model development
psychic,psychic-api/psychic,"chatbot, chatgpt, conversational-ai, etl-pipelines, langchain, openai, weaviate",Data integration platform for LLMs. Connect to SaaS tools with turnkey auth and sync documents from N data sources with only one integration,2023-01-11,1648,104,GNU Affero General Public License v3.0,454,0.0,4.0,Infrastructure
docquery,impira/docquery,no topic,An easy way to extract information from documents,2022-08-08,1637,114,MIT License,610,0.0,3.0,Applications
awesome-ChatGPT-repositories,taishi-i/awesome-ChatGPT-repositories,"awesome, awesome-list, cc0, chatgpt, chatgpt-api, gpt-3, gpt-4, nlp, openai",A curated list of resources dedicated to open source GitHub repositories related to ChatGPT,2023-04-02,1635,192,Creative Commons Zero v1.0 Universal,373,1.0,4.0,Model repo
llm-security,greshake/llm-security,no topic,New ways of breaking app-integrated LLMs ,2023-02-19,1634,101,MIT License,415,0.0,4.0,Model development
yomo,yomorun/yomo,"distributed-cloud, edge-ai, edge-computing, function-calling, geo-distributed, geodistributedsystems, llm-inference, low-latency, quic, realtime, serverless, stream-processing, webassembly, yomo",🦖 Stateful Serverless Framework for building Geo-distributed Edge AI Infra,2020-07-01,1604,130,Apache License 2.0,1378,0.0,1.0,Infrastructure
jetson-containers,dusty-nv/jetson-containers,"containers, docker, dockerfiles, jetson, machine-learning, numpy, nvidia, pandas, pytorch, ros-containers, ros2-foxy, scikit-learn, tensorflow",Machine Learning Containers for NVIDIA Jetson and JetPack-L4T,2020-04-29,1586,378,MIT License,1441,0.0,1.0,Model repo
AIOS,agiresearch/AIOS,no topic,AIOS: LLM Agent Operating System,2024-01-15,1578,181,MIT License,85,2.0,19.0,Infrastructure
langchain-serve,jina-ai/langchain-serve,"autogpt, autonomous-agents, babyagi, chatbot, fastapi, gpt, langchain, llm, production, python, slack",⚡ Langchain apps in production using Jina & FastAPI,2023-03-21,1568,135,Apache License 2.0,385,0.0,4.0,Applications
plane,drifting-in-space/plane,"rust, websocket",A distributed system for running WebSocket services at scale.,2021-11-10,1563,35,MIT License,881,0.0,2.0,Infrastructure
magentic,jackmpcollins/magentic,"agent, ai, chatbot, chatgpt, gpt, llm, magentic, magnetic, openai, openai-api, prompt, pydantic",Seamlessly integrate LLMs as Python functions,2023-06-18,1559,60,MIT License,296,0.0,5.0,Model development
NLP-Knowledge-Graph,lihanghang/NLP-Knowledge-Graph,"bert, deep-learning, ernie, event-driven, kbqa, knowledge-graph, machine-learning, ner, nlp, transformers",自然语言处理、知识图谱、对话系统三大技术研究与应用。,2019-01-29,1553,358,MIT License,1897,0.0,1.0,Model development
training,mlcommons/training,no topic,Reference implementations of MLPerf™ training benchmarks,2018-03-29,1545,537,Apache License 2.0,2203,0.0,1.0,Model repo
griptape,griptape-ai/griptape,"ai, anthropic, claude, gpt, huggingface, llm, openai, python","Modular Python framework for AI agents and workflows with chain-of-thought reasoning, tools, and memory. ",2023-01-14,1543,105,Apache License 2.0,451,0.0,3.0,Model development
trulens,truera/trulens,"explainable-ml, llm, llmops, machine-learning, neural-networks",Evaluation and Tracking for LLM Experiments,2020-11-02,1530,126,MIT License,1254,0.0,1.0,Model development
langserve,langchain-ai/langserve,"deployment, fastapi, langchain, langchain-python, llm, llms",LangServe 🦜️🏓,2023-09-29,1525,141,Other,193,1.0,8.0,Model repo
Perfect-Roadmap-To-Learn-Data-Science-In-2024,krishnaik06/Perfect-Roadmap-To-Learn-Data-Science-In-2024,no topic,,2023-12-03,1523,701,GNU General Public License v3.0,128,5.0,12.0,Unknown
nitro,janhq/nitro,"accelerated, ai, cuda, gguf, inference-engine, llama, llama2, llamacpp, llm, llms, openai-api, stable-diffusion, tensorrt-llm","An inference server on top of llama.cpp. OpenAI-compatible API, queue, & scaling. Embed a prod-ready, local inference engine in your apps. Powers Jan",2023-09-11,1509,71,GNU Affero General Public License v3.0,211,0.0,7.0,Model repo
ReAct,ysymyth/ReAct,"decision-making, large-language-models, llm, prompting, reasoning",[ICLR 2023] ReAct: Synergizing Reasoning and Acting in Language Models,2022-11-13,1505,158,MIT License,513,0.0,3.0,Model development
OpenDAN-Personal-AI-OS,fiatrete/OpenDAN-Personal-AI-OS,"agent, ai, autogpt, llm, openai, os","OpenDAN is an open source Personal AI OS , which consolidates various AI modules in one place for your personal use.",2023-05-11,1498,119,MIT License,334,0.0,4.0,Model repo
knowledge_gpt,mmz-001/knowledge_gpt,no topic,Accurate answers and instant citations for your documents.,2023-01-31,1495,610,MIT License,434,1.0,3.0,Applications
Qwen-Agent,QwenLM/Qwen-Agent,no topic,"Agent framework and applications built upon Qwen1.5, featuring Function Calling, Code Interpreter, RAG, and Chrome extension.",2023-09-22,1492,166,Other,200,1.0,7.0,Applications
WebGLM,THUDM/WebGLM,"chatgpt, llm, rlhf, webglm",WebGLM: An Efficient Web-enhanced Question Answering System (KDD 2023),2023-05-28,1491,132,Apache License 2.0,317,0.0,5.0,Model development
Transformers-Recipe,dair-ai/Transformers-Recipe,"ai, deep-learning, machine-learning, natural-language-processing, nlp",🧠 A study guide to learn about Transformers,2021-12-18,1488,140,Creative Commons Zero v1.0 Universal,843,0.0,2.0,Tutorials
